num_vuelo;dia_sem;destino;codigo;opera_desde;opera_hasta;hora_salida;aeronave;pais;origen
  EXS910;2022-03-09 00:00:00;MANCHESTER /INTERNACIONAL;MAN;2022-01-12;2022-03-23;15:35;321;REINO-UNIDO;FUE
  EXS910;2022-03-11 00:00:00;MANCHESTER /INTERNACIONAL;MAN;2022-03-04;2022-03-11;15:35;321;REINO-UNIDO;FUE
  EXS910;2022-03-13 00:00:00;MANCHESTER /INTERNACIONAL;MAN;2022-03-06;2022-03-20;15:35;321;REINO-UNIDO;FUE
  VOE2557;2022-03-13 00:00:00;MARSELLA;MRS;2022-02-06;2022-03-20;10:00;320;FRANCIA;FUE
  EJU2914;2022-03-10 00:00:00;MILAN /MALPENSA;MXP;2022-02-03;2022-03-24;11:25;320;ITALIA;FUE
  NOS1620;2022-03-07 00:00:00;MILAN /MALPENSA;MXP;2022-03-07;2022-03-07;15:10;7S8;ITALIA;FUE
  EJU2914;2022-03-12 00:00:00;MILAN /MALPENSA;MXP;2022-03-05;2022-03-19;17:50;32Q;ITALIA;FUE
  EJU2914;2022-03-08 00:00:00;MILAN /MALPENSA;MXP;2022-03-01;2022-03-15;17:55;320;ITALIA;FUE
  EJU2914;2022-03-09 00:00:00;MILAN /MALPENSA;MXP;2022-03-09;2022-03-23;18:50;320;ITALIA;FUE
  RYR8807;2022-03-08 00:00:00;MILAN/BERGAMO;BGY;2022-02-15;2022-03-22;10:35;73H;ITALIA;FUE
  RYR8807;2022-03-10 00:00:00;MILAN/BERGAMO;BGY;2022-02-03;2022-03-24;10:45;7M8;ITALIA;FUE
  RYR8807;2022-03-12 00:00:00;MILAN/BERGAMO;BGY;2022-01-01;2022-03-26;11:40;7M8;ITALIA;FUE
  CXI9018;2022-03-10 00:00:00;MUENSTER;FMO;2022-02-24;2022-03-24;18:00;73H;ALEMANIA;FUE
  CXI9076;2022-03-13 00:00:00;MUENSTER;FMO;2022-02-20;2022-03-20;19:45;73H;ALEMANIA;FUE
  DLH1841;2022-03-13 00:00:00;MUNICH /FRANZ JOSEF STRAUSS;MUC;2022-03-06;2022-03-13;13:25;32Q;ALEMANIA;FUE
  DLH1841;2022-03-12 00:00:00;MUNICH /FRANZ JOSEF STRAUSS;MUC;2022-03-05;2022-03-12;13:40;32Q;ALEMANIA;FUE
  CFG1412;2022-03-12 00:00:00;MUNICH /FRANZ JOSEF STRAUSS;MUC;2022-03-12;2022-03-26;14:30;75T;ALEMANIA;FUE
  TUI2163;2022-03-10 00:00:00;MUNICH /FRANZ JOSEF STRAUSS;MUC;2021-11-04;2022-03-24;16:35;7S8;ALEMANIA;FUE
  TUI2163;2022-03-11 00:00:00;MUNICH /FRANZ JOSEF STRAUSS;MUC;2021-11-05;2022-03-25;16:55;7S8;ALEMANIA;FUE
  TUI2163;2022-03-12 00:00:00;MUNICH /FRANZ JOSEF STRAUSS;MUC;2021-11-13;2022-03-26;16:55;7S8;ALEMANIA;FUE
  TUI2163;2022-03-07 00:00:00;MUNICH /FRANZ JOSEF STRAUSS;MUC;2022-02-14;2022-03-21;16:55;7S8;ALEMANIA;FUE
  VOE2811;2022-03-13 00:00:00;NANTES / ATLANTIQUE;NTE;2022-01-09;2022-03-20;9:05;319;FRANCIA;FUE
  VOE2811;2022-03-12 00:00:00;NANTES / ATLANTIQUE;NTE;2022-02-26;2022-03-26;10:25;319;FRANCIA;FUE
  TVF4634;2022-03-12 00:00:00;NANTES / ATLANTIQUE;NTE;2022-02-05;2022-03-26;15:50;73H;FRANCIA;FUE
  RYR5639;2022-03-09 00:00:00;NAPOLES;NAP;2022-02-02;2022-03-23;12:10;7M8;ITALIA;FUE
  RYR5639;2022-03-13 00:00:00;NAPOLES;NAP;2021-10-31;2022-03-20;15:50;73H;ITALIA;FUE
  EXS522;2022-03-09 00:00:00;NEWCASTLE;NCL;2021-12-29;2022-03-23;15:10;73H;REINO-UNIDO;FUE
  EXS522;2022-03-07 00:00:00;NEWCASTLE;NCL;2022-02-14;2022-03-21;15:10;73H;REINO-UNIDO;FUE
  EXS522;2022-03-12 00:00:00;NEWCASTLE;NCL;2022-02-19;2022-03-19;18:40;73H;REINO-UNIDO;FUE
  CXI2114;2022-03-07 00:00:00;NUREMBERG;NUE;2022-03-07;2022-03-07;13:40;73H;ALEMANIA;FUE
  CXI2162;2022-03-12 00:00:00;NUREMBERG;NUE;2022-02-26;2022-03-26;19:40;73H;ALEMANIA;FUE
  TVF3291;2022-03-10 00:00:00;PARIS /ORLY;ORY;2022-02-10;2022-03-24;9:50;73H;FRANCIA;FUE
  TVF3291;2022-03-12 00:00:00;PARIS /ORLY;ORY;2021-11-06;2022-03-26;10:10;73H;FRANCIA;FUE
  TVF3293;2022-03-08 00:00:00;PARIS /ORLY;ORY;2022-02-15;2022-03-22;10:40;73H;FRANCIA;FUE
  VLG6961;2022-03-12 00:00:00;PARIS /ORLY;ORY;2022-02-19;2022-03-26;10:55;320;FRANCIA;FUE
  EJU3860;2022-03-08 00:00:00;PARIS/ CHARLES DE GAULLE;CDG;2022-02-08;2022-03-22;11:50;320;FRANCIA;FUE
  EJU3860;2022-03-12 00:00:00;PARIS/ CHARLES DE GAULLE;CDG;2022-02-26;2022-03-26;16:05;320;FRANCIA;FUE
  RYR9423;2022-03-07 00:00:00;PISA / GALILEO GALILEI;PSA;2022-02-07;2022-03-21;10:25;73H;ITALIA;FUE
  RYR9423;2022-03-11 00:00:00;PISA / GALILEO GALILEI;PSA;2022-01-07;2022-03-25;18:55;73H;ITALIA;FUE
  ENT7102;2022-03-07 00:00:00;POZNAN /LAWICA;POZ;2021-11-01;2022-03-21;14:25;738;POLONIA;FUE
  EWG4209;2022-03-13 00:00:00;PRAGA /RUZYNE;PRG;2021-10-31;2022-03-20;11:15;319;REPUBLICA-CHECA;FUE
  EWG4209;2022-03-10 00:00:00;PRAGA /RUZYNE;PRG;2022-02-10;2022-03-24;11:15;319;REPUBLICA-CHECA;FUE
  TVS1211;2022-03-13 00:00:00;PRAGA /RUZYNE;PRG;2022-03-06;2022-03-20;16:25;7M8;REPUBLICA-CHECA;FUE
  RYR3031;2022-03-13 00:00:00;ROMA / FIUMICINO;FCO;2022-01-02;2022-03-20;9:25;73H;ITALIA;FUE
  RYR3031;2022-03-11 00:00:00;ROMA / FIUMICINO;FCO;2022-02-04;2022-03-25;9:50;73H;ITALIA;FUE
  RYR3031;2022-03-09 00:00:00;ROMA / FIUMICINO;FCO;2022-02-02;2022-03-23;9:55;73H;ITALIA;FUE
  TFL621;2022-03-08 00:00:00;ROTTERDAM;RTM;2022-03-08;2022-03-22;15:40;73H;HOLANDA;FUE
  TFL629;2022-03-12 00:00:00;ROTTERDAM;RTM;2022-02-19;2022-03-26;15:50;73H;HOLANDA;FUE
  RYR4698;2022-03-11 00:00:00;SANTIAGO-ROSALÍA DE CASTRO;SCQ;2022-03-04;2022-03-25;9:05;73H;ESPANIA;FUE
  RYR4698;2022-03-07 00:00:00;SANTIAGO-ROSALÍA DE CASTRO;SCQ;2022-03-07;2022-03-21;9:25;73H;ESPANIA;FUE
  VLG1641;2022-03-08 00:00:00;SANTIAGO-ROSALÍA DE CASTRO;SCQ;2022-03-01;2022-03-08;19:20;320;ESPANIA;FUE
  VLG1641;2022-03-12 00:00:00;SANTIAGO-ROSALÍA DE CASTRO;SCQ;2022-03-05;2022-03-12;19:50;320;ESPANIA;FUE
  RYR5913;2022-03-13 00:00:00;SEVILLA;SVQ;2022-01-02;2022-03-20;8:40;73H;ESPANIA;FUE
  RYR5913;2022-03-10 00:00:00;SEVILLA;SVQ;2021-11-04;2022-03-24;12:40;73H;ESPANIA;FUE
  VLG3165;2022-03-12 00:00:00;SEVILLA;SVQ;2022-03-05;2022-03-26;14:15;320;ESPANIA;FUE
  RYR3369;2022-03-13 00:00:00;SHANNON;SNN;2022-01-02;2022-03-20;11:05;73H;IRLANDA;FUE
  TUI2175;2022-03-12 00:00:00;STUTTGART/ ECHTERDINGEN;STR;2022-01-01;2022-03-26;8:30;7S8;ALEMANIA;FUE
  EWG2247;2022-03-13 00:00:00;STUTTGART/ ECHTERDINGEN;STR;2022-02-20;2022-03-20;10:55;32A;ALEMANIA;FUE
  EWG2247;2022-03-10 00:00:00;STUTTGART/ ECHTERDINGEN;STR;2022-03-03;2022-03-24;11:00;32A;ALEMANIA;FUE
  TUI2175;2022-03-11 00:00:00;STUTTGART/ ECHTERDINGEN;STR;2022-02-25;2022-03-25;16:30;7S8;ALEMANIA;FUE
  TUI2168;2022-03-07 00:00:00;STUTTGART/ ECHTERDINGEN;STR;2022-03-07;2022-03-14;16:50;7S8;ALEMANIA;FUE
  TUI2175;2022-03-09 00:00:00;STUTTGART/ ECHTERDINGEN;STR;2022-02-23;2022-03-23;18:00;7S8;ALEMANIA;FUE
  IBB423;2022-03-09 00:00:00;TENERIFE NORTE-C. LA LAGUNA;TFN;2022-02-09;2022-03-23;11:30;AT7;ESPANIA;FUE
  IBB419;2022-03-11 00:00:00;TENERIFE NORTE-C. LA LAGUNA;TFN;2022-03-04;2022-03-25;12:20;AT7;ESPANIA;FUE
  IBB417;2022-03-13 00:00:00;TENERIFE NORTE-C. LA LAGUNA;TFN;2022-03-06;2022-03-20;13:00;AT7;ESPANIA;FUE
  IBB417;2022-03-11 00:00:00;TENERIFE NORTE-C. LA LAGUNA;TFN;2022-03-04;2022-03-25;13:10;AT7;ESPANIA;FUE
  IBB439;2022-03-13 00:00:00;TENERIFE NORTE-C. LA LAGUNA;TFN;2022-03-06;2022-03-20;14:40;AT7;ESPANIA;FUE
  IBB439;2022-03-11 00:00:00;TENERIFE NORTE-C. LA LAGUNA;TFN;2022-03-04;2022-03-25;14:50;AT7;ESPANIA;FUE
  IBB421;2022-03-09 00:00:00;TENERIFE NORTE-C. LA LAGUNA;TFN;2022-01-12;2022-03-23;15:30;AT7;ESPANIA;FUE
  IBB427;2022-03-11 00:00:00;TENERIFE NORTE-C. LA LAGUNA;TFN;2022-01-07;2022-03-25;18:00;AT7;ESPANIA;FUE
  IBB429;2022-03-11 00:00:00;TENERIFE NORTE-C. LA LAGUNA;TFN;2022-01-14;2022-03-25;20:40;AT7;ESPANIA;FUE
  IBB425;2022-03-13 00:00:00;TENERIFE NORTE-C. LA LAGUNA;TFN;2021-10-31;2022-03-20;21:55;AT7;ESPANIA;FUE
  IBB425;2022-03-11 00:00:00;TENERIFE NORTE-C. LA LAGUNA;TFN;2022-01-07;2022-03-25;21:55;AT7;ESPANIA;FUE
  VOE2571;2022-03-13 00:00:00;TOULOUSE /BLAGNAC;TLS;2022-02-20;2022-03-20;9:20;319;FRANCIA;FUE
  RYR4700;2022-03-12 00:00:00;VALENCIA;VLC;2022-03-05;2022-03-26;20:10;73H;ESPANIA;FUE
  NOS1764;2022-03-07 00:00:00;VERONA /VILLAFRANCA;VRN;2022-03-07;2022-03-21;11:25;7S8;ITALIA;FUE
  RYR7532;2022-03-12 00:00:00;VIENA  /INTERNACIONAL;VIE;2022-01-01;2022-03-26;12:00;320;AUSTRIA;FUE
  AUA9502;2022-03-12 00:00:00;VIENA  /INTERNACIONAL;VIE;2021-11-06;2022-03-26;17:05;320;AUSTRIA;FUE
  RYR8627;2022-03-12 00:00:00;WEEZE;NRN;2022-01-01;2022-03-26;10:05;73H;ALEMANIA;FUE
  ENT5578;2022-03-07 00:00:00;WROCLAW /STRACHOWICE;WRO;2022-01-31;2022-03-21;13:30;738;POLONIA;FUE
  EDW213;2022-03-13 00:00:00;ZURICH;ZRH;2022-03-06;2022-03-20;10:40;320;SUIZA;FUE
  EDW213;2022-03-10 00:00:00;ZURICH;ZRH;2022-03-03;2022-03-24;14:00;320;SUIZA;FUE
  EDW213;2022-03-08 00:00:00;ZURICH;ZRH;2022-03-01;2022-03-22;16:30;320;SUIZA;FUE
  SDR3367;2022-03-12 00:00:00;BERLIN BRANDENBURG;BER;2022-02-26;2022-03-26;14:20;320;ALEMANIA;FUE
  SDR3229;2022-03-08 00:00:00;BERLIN BRANDENBURG;BER;2022-03-08;2022-03-22;15:25;320;ALEMANIA;FUE
  DTR493;2022-03-07 00:00:00;BILLUND;BLL;2021-11-01;2022-03-21;13:15;320;DINAMARCA;FUE
  NVR148;2022-03-11 00:00:00;BILLUND;BLL;2021-12-10;2022-03-25;14:10;32Q;DINAMARCA;FUE
  TOM7315;2022-03-09 00:00:00;BIRMINGHAM / INTERNACIONAL;BHX;2022-01-19;2022-03-23;13:50;73H;REINO-UNIDO;FUE
  TOM7679;2022-03-12 00:00:00;BIRMINGHAM / INTERNACIONAL;BHX;2022-03-05;2022-03-12;18:30;7M8;REINO-UNIDO;FUE
  SDR3253;2022-03-11 00:00:00;BREMEN;BRE;2022-03-04;2022-03-25;13:55;320;ALEMANIA;FUE
  SDR3289;2022-03-07 00:00:00;BREMEN;BRE;2022-03-07;2022-03-21;13:55;320;ALEMANIA;FUE
  TOM6665;2022-03-12 00:00:00;BRISTOL;BRS;2022-02-26;2022-03-26;9:15;73H;REINO-UNIDO;FUE
  TOM6385;2022-03-09 00:00:00;BRISTOL;BRS;2022-03-02;2022-03-23;15:40;7M8;REINO-UNIDO;FUE
  TVP7305;2022-03-07 00:00:00;CHOPINA W WARSZAWIE;WAW;2022-03-07;2022-03-21;13:50;73H;POLONIA;FUE
  TVP7397;2022-03-07 00:00:00;CHOPINA W WARSZAWIE;WAW;2021-12-13;2022-03-21;14:00;7M8;POLONIA;FUE
  FHM5122;2022-03-11 00:00:00;COLONIA/BONN;CGN;2022-02-25;2022-03-25;10:35;320;ALEMANIA;FUE
  SAS7722;2022-03-13 00:00:00;COPENHAGUE;CPH;2022-03-13;2022-03-20;12:10;32N;DINAMARCA;FUE
  SAS7722;2022-03-11 00:00:00;COPENHAGUE;CPH;2021-11-05;2022-03-25;12:20;32N;DINAMARCA;FUE
  SDR3261;2022-03-12 00:00:00;DRESDEN;DRS;2022-03-05;2022-03-26;13:55;320;ALEMANIA;FUE
  SDR3389;2022-03-12 00:00:00;DUSSELDORF;DUS;2022-02-26;2022-03-26;13:35;320;ALEMANIA;FUE
  SDR3624;2022-03-08 00:00:00;DUSSELDORF;DUS;2022-03-08;2022-03-22;13:35;320;ALEMANIA;FUE
  NVR136;2022-03-11 00:00:00;ESTOCOLMO/ARLANDA;ARN;2022-02-25;2022-03-25;14:10;32Q;SUECIA;FUE
  NVR134;2022-03-07 00:00:00;ESTOCOLMO/ARLANDA;ARN;2021-11-01;2022-03-21;14:25;32Q;SUECIA;FUE
  NVR142;2022-03-07 00:00:00;ESTOCOLMO/ARLANDA;ARN;2022-03-07;2022-03-07;14:25;32Q;SUECIA;FUE
  SAS7680;2022-03-11 00:00:00;GOTEBORG /LANDVETTER;GOT;2021-11-05;2022-03-25;16:05;32N;SUECIA;FUE
  SAS7680;2022-03-07 00:00:00;GOTEBORG /LANDVETTER;GOT;2022-03-07;2022-03-21;16:05;32N;SUECIA;FUE
  FIN2060;2022-03-13 00:00:00;HELSINKI / HELSINKI-VANTAA;HEL;2021-10-31;2022-03-20;16:45;32B;FINLANDIA;FUE
  SDR3263;2022-03-12 00:00:00;KASSEL /KASSEL-CALDEN;KSF;2021-12-04;2022-03-26;13:15;319;ALEMANIA;FUE
  SDR3271;2022-03-13 00:00:00;LEIPZIG;LEJ;2022-02-13;2022-03-20;14:05;319;ALEMANIA;FUE
  TOM4357;2022-03-09 00:00:00;LONDRES/GATWICK;LGW;2022-03-02;2022-03-23;11:50;73H;REINO-UNIDO;FUE
  TOM4669;2022-03-12 00:00:00;LONDRES/GATWICK;LGW;2022-03-05;2022-03-26;18:40;7M8;REINO-UNIDO;FUE
  TVS3491;2022-03-13 00:00:00;LYON /SATOLAS;LYS;2022-02-06;2022-03-20;9:10;73H;FRANCIA;FUE
  TOM2385;2022-03-09 00:00:00;MANCHESTER /INTERNACIONAL;MAN;2022-03-02;2022-03-23;13:40;73H;REINO-UNIDO;FUE
  TOM2247;2022-03-08 00:00:00;MANCHESTER /INTERNACIONAL;MAN;2022-03-01;2022-03-15;14:30;73H;REINO-UNIDO;FUE
  TOM2663;2022-03-12 00:00:00;MANCHESTER /INTERNACIONAL;MAN;2022-03-05;2022-03-12;20:55;73H;REINO-UNIDO;FUE
  CXI2109;2022-03-12 00:00:00;MEMMINGEN;FMM;2022-02-26;2022-03-26;8:40;73H;ALEMANIA;FUE
  TVS2430;2022-03-13 00:00:00;NANTES / ATLANTIQUE;NTE;2022-03-06;2022-03-20;7:20;73H;FRANCIA;FUE
  SAS7420;2022-03-13 00:00:00;OSLO / GARDERMOEN;OSL;2022-03-13;2022-03-20;13:10;73W;NORUEGA;FUE
  TVS3489;2022-03-13 00:00:00;PARIS/ CHARLES DE GAULLE;CDG;2022-02-06;2022-03-20;18:25;73H;FRANCIA;FUE
  CXI2201;2022-03-08 00:00:00;ROSTOCK-LAAGE /LAAGE;RLG;2022-02-08;2022-03-22;8:20;73H;ALEMANIA;FUE
  CXI1095;2022-03-10 00:00:00;SAARBRUECKEN /ENSHEIM;SCN;2022-03-10;2022-03-24;8:45;73H;ALEMANIA;FUE
  IBB5200;2022-03-13 00:00:00;A CORUﾑA;LCG;2022-03-06;2022-03-13;15:10;295;ESPANIA;LPA
  IBB5200;2022-03-10 00:00:00;A CORUﾑA;LCG;2022-03-03;2022-03-24;15:20;295;ESPANIA;LPA
  NOS6654;2022-03-12 00:00:00;AALBORG;AAL;2022-03-12;2022-03-12;11:55;7S8;DINAMARCA;LPA
  IBB5600;2022-03-12 00:00:00;AEROPUERTO INTL. REGIﾓN MURCIA;RMU;2022-01-08;2022-03-26;8:30;295;ESPANIA;LPA
  IBB5600;2022-03-10 00:00:00;AEROPUERTO INTL. REGIﾓN MURCIA;RMU;2022-02-17;2022-03-24;8:30;295;ESPANIA;LPA
  IBB5600;2022-03-08 00:00:00;AEROPUERTO INTL. REGIﾓN MURCIA;RMU;2021-12-07;2022-03-22;15:10;295;ESPANIA;LPA
  IBB6306;2022-03-12 00:00:00;AGADIR/AL MASSIRA;AGA;2022-03-05;2022-03-26;13:00;AT7;MARRUECOS;LPA
  VLG3201;2022-03-08 00:00:00;ALICANTE-ELCHE MIGUEL HDEZ.;ALC;2022-03-08;2022-03-22;9:25;320;ESPANIA;LPA
  VLG3201;2022-03-12 00:00:00;ALICANTE-ELCHE MIGUEL HDEZ.;ALC;2022-02-19;2022-03-26;12:55;320;ESPANIA;LPA
  TRA5664;2022-03-13 00:00:00;AMSTERDAM/SCHIPHOL;AMS;2021-12-19;2022-03-20;10:30;73H;HOLANDA;LPA
  TRA6456;2022-03-12 00:00:00;AMSTERDAM/SCHIPHOL;AMS;2022-01-08;2022-03-26;10:30;73H;HOLANDA;LPA
  TRA6456;2022-03-09 00:00:00;AMSTERDAM/SCHIPHOL;AMS;2022-03-02;2022-03-09;10:30;73H;HOLANDA;LPA
  EJU7962;2022-03-11 00:00:00;AMSTERDAM/SCHIPHOL;AMS;2021-11-05;2022-03-25;11:40;320;HOLANDA;LPA
  TFL612;2022-03-11 00:00:00;AMSTERDAM/SCHIPHOL;AMS;2021-12-24;2022-03-25;12:25;7M8;HOLANDA;LPA
  TFL560;2022-03-09 00:00:00;AMSTERDAM/SCHIPHOL;AMS;2022-03-09;2022-03-23;12:25;7M8;HOLANDA;LPA
  EJU7962;2022-03-07 00:00:00;AMSTERDAM/SCHIPHOL;AMS;2022-02-07;2022-03-21;12:30;320;HOLANDA;LPA
  EJU7962;2022-03-09 00:00:00;AMSTERDAM/SCHIPHOL;AMS;2022-02-09;2022-03-23;12:35;320;HOLANDA;LPA
  TFL608;2022-03-07 00:00:00;AMSTERDAM/SCHIPHOL;AMS;2022-03-07;2022-03-21;13:30;7M8;HOLANDA;LPA
  TFL552;2022-03-09 00:00:00;AMSTERDAM/SCHIPHOL;AMS;2022-03-02;2022-03-23;14:25;7M8;HOLANDA;LPA
  TFL512;2022-03-12 00:00:00;AMSTERDAM/SCHIPHOL;AMS;2022-03-05;2022-03-12;14:30;7M8;HOLANDA;LPA
  TFL566;2022-03-08 00:00:00;AMSTERDAM/SCHIPHOL;AMS;2022-02-22;2022-03-22;15:10;7M8;HOLANDA;LPA
  EJU7962;2022-03-08 00:00:00;AMSTERDAM/SCHIPHOL;AMS;2022-03-01;2022-03-22;15:50;320;HOLANDA;LPA
  TFL610;2022-03-11 00:00:00;AMSTERDAM/SCHIPHOL;AMS;2022-01-07;2022-03-25;16:00;7M8;HOLANDA;LPA
  TFL582;2022-03-10 00:00:00;AMSTERDAM/SCHIPHOL;AMS;2022-03-03;2022-03-24;16:00;7M8;HOLANDA;LPA
  VLG8441;2022-03-08 00:00:00;AMSTERDAM/SCHIPHOL;AMS;2022-02-01;2022-03-22;16:10;320;HOLANDA;LPA
  VLG8441;2022-03-12 00:00:00;AMSTERDAM/SCHIPHOL;AMS;2022-03-05;2022-03-12;16:40;320;HOLANDA;LPA
  TFL606;2022-03-07 00:00:00;AMSTERDAM/SCHIPHOL;AMS;2022-03-07;2022-03-21;16:50;7M8;HOLANDA;LPA
  TRA5664;2022-03-09 00:00:00;AMSTERDAM/SCHIPHOL;AMS;2021-11-03;2022-03-23;17:40;73H;HOLANDA;LPA
  TRA5666;2022-03-10 00:00:00;AMSTERDAM/SCHIPHOL;AMS;2022-02-17;2022-03-24;18:10;73H;HOLANDA;LPA
  TFL574;2022-03-12 00:00:00;AMSTERDAM/SCHIPHOL;AMS;2022-03-12;2022-03-12;18:30;7M8;HOLANDA;LPA
  TFL544;2022-03-13 00:00:00;AMSTERDAM/SCHIPHOL;AMS;2022-03-13;2022-03-13;18:50;788;HOLANDA;LPA
  IBB5430;2022-03-11 00:00:00;ASTURIAS;OVD;2021-12-03;2022-03-25;8:30;295;ESPANIA;LPA
  IBB5430;2022-03-13 00:00:00;ASTURIAS;OVD;2022-01-16;2022-03-20;8:45;295;ESPANIA;LPA
  IBB5430;2022-03-09 00:00:00;ASTURIAS;OVD;2022-02-16;2022-03-23;15:10;295;ESPANIA;LPA
  VLG3001;2022-03-11 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2022-03-04;2022-03-11;7:10;321;ESPANIA;LPA
  VLG3007;2022-03-12 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2022-02-26;2022-03-26;9:40;320;ESPANIA;LPA
  RYR6371;2022-03-11 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2022-01-07;2022-03-25;10:35;73H;ESPANIA;LPA
  RYR6371;2022-03-13 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2021-11-14;2022-03-20;18:30;73H;ESPANIA;LPA
  VLG3009;2022-03-07 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2022-02-21;2022-03-21;19:10;320;ESPANIA;LPA
  RYR6371;2022-03-09 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2021-11-17;2022-03-23;19:50;73H;ESPANIA;LPA
  VLG3009;2022-03-13 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2022-03-06;2022-03-20;20:15;320;ESPANIA;LPA
  RYR6371;2022-03-07 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2021-11-15;2022-03-21;20:20;73H;ESPANIA;LPA
  CXI7266;2022-03-12 00:00:00;BASEL/MULHOUSE EUROAIRPORT CH;BSL;2021-11-06;2022-03-26;10:55;73H;SUIZA;LPA
  CXI7236;2022-03-09 00:00:00;BASEL/MULHOUSE EUROAIRPORT CH;BSL;2022-01-12;2022-03-23;15:30;73H;SUIZA;LPA
  EZS1140;2022-03-10 00:00:00;BASEL/MULHOUSE EUROAIRPORT CH;BSL;2022-02-10;2022-03-24;17:15;320;SUIZA;LPA
  EXS372;2022-03-10 00:00:00;BELFAST / INTERNACIONAL;BFS;2021-11-04;2022-03-24;15:15;73H;REINO-UNIDO;LPA
  EXS372;2022-03-13 00:00:00;BELFAST / INTERNACIONAL;BFS;2022-01-09;2022-03-20;15:15;73H;REINO-UNIDO;LPA
  NOZ1839;2022-03-09 00:00:00;BERGEN/FLESLAND;BGO;2021-11-03;2022-03-23;15:50;73H;NORUEGA;LPA
  NOZ1839;2022-03-12 00:00:00;BERGEN/FLESLAND;BGO;2021-11-06;2022-03-26;18:35;73H;NORUEGA;LPA
  RYR2501;2022-03-09 00:00:00;BERLIN BRANDENBURG;BER;2022-02-02;2022-03-23;10:50;73H;ALEMANIA;LPA
  RYR2501;2022-03-07 00:00:00;BERLIN BRANDENBURG;BER;2021-11-15;2022-03-21;11:35;73H;ALEMANIA;LPA
  RYR2501;2022-03-11 00:00:00;BERLIN BRANDENBURG;BER;2021-11-12;2022-03-25;11:40;73H;ALEMANIA;LPA
  EWG8187;2022-03-11 00:00:00;BERLIN BRANDENBURG;BER;2021-12-03;2022-03-25;11:50;32A;ALEMANIA;LPA
  EWG5489;2022-03-12 00:00:00;BERLIN BRANDENBURG;BER;2022-03-05;2022-03-26;11:55;32A;ALEMANIA;LPA
  EWG8187;2022-03-13 00:00:00;BERLIN BRANDENBURG;BER;2021-10-31;2022-03-20;12:30;32A;ALEMANIA;LPA
  EWG8187;2022-03-09 00:00:00;BERLIN BRANDENBURG;BER;2022-02-23;2022-03-23;12:30;32A;ALEMANIA;LPA
  EJU5932;2022-03-13 00:00:00;BERLIN BRANDENBURG;BER;2022-02-27;2022-03-13;12:30;320;ALEMANIA;LPA
  CFG1289;2022-03-13 00:00:00;BERLIN BRANDENBURG;BER;2022-02-13;2022-03-20;14:50;32B;ALEMANIA;LPA
  EJU5932;2022-03-08 00:00:00;BERLIN BRANDENBURG;BER;2022-01-18;2022-03-22;15:35;320;ALEMANIA;LPA
  EJU5932;2022-03-12 00:00:00;BERLIN BRANDENBURG;BER;2022-03-05;2022-03-26;16:00;320;ALEMANIA;LPA
  VLG3290;2022-03-07 00:00:00;BILBAO;BIO;2022-02-28;2022-03-21;15:15;320;ESPANIA;LPA
  VLG3290;2022-03-11 00:00:00;BILBAO;BIO;2022-03-04;2022-03-11;16:45;320;ESPANIA;LPA
  VLG3290;2022-03-12 00:00:00;BILBAO;BIO;2022-02-19;2022-03-26;18:45;320;ESPANIA;LPA
  VLG3290;2022-03-10 00:00:00;BILBAO;BIO;2022-02-10;2022-03-24;18:50;320;ESPANIA;LPA
  VLG1860;2022-03-13 00:00:00;BILLUND;BLL;2022-02-27;2022-03-13;9:00;320;DINAMARCA;LPA
  RYR1129;2022-03-11 00:00:00;BIRMINGHAM / INTERNACIONAL;BHX;2022-02-04;2022-03-25;11:10;73H;REINO-UNIDO;LPA
  EXS1260;2022-03-12 00:00:00;BIRMINGHAM / INTERNACIONAL;BHX;2022-02-05;2022-03-26;15:25;73H;REINO-UNIDO;LPA
  EXS1260;2022-03-08 00:00:00;BIRMINGHAM / INTERNACIONAL;BHX;2022-01-11;2022-03-22;15:30;73H;REINO-UNIDO;LPA
  RYR4515;2022-03-07 00:00:00;BOLONIA/ GUGLIELMO MARCONI;BLQ;2021-11-15;2022-03-21;18:25;7M8;ITALIA;LPA
  RYR4515;2022-03-11 00:00:00;BOLONIA/ GUGLIELMO MARCONI;BLQ;2022-01-07;2022-03-25;20:05;7M8;ITALIA;LPA
  RYR6765;2022-03-13 00:00:00;BOURNEMOUTH  INTL;BOH;2022-02-06;2022-03-20;16:40;73H;REINO-UNIDO;LPA
  EXS1854;2022-03-07 00:00:00;BRISTOL;BRS;2021-11-01;2022-03-21;13:55;73H;REINO-UNIDO;LPA
  EXS1854;2022-03-10 00:00:00;BRISTOL;BRS;2022-01-27;2022-03-24;13:55;73H;REINO-UNIDO;LPA
  EZY6196;2022-03-08 00:00:00;BRISTOL;BRS;2022-02-08;2022-03-22;17:50;320;REINO-UNIDO;LPA
